timestamps,TP9,AF7,AF8,TP10
1621565186.850,-64.941,-30.273,-28.320,-58.594
1621565186.854,-68.848,-35.645,-32.227,-47.852
1621565186.858,-12.207,-29.785,-24.902,-9.277
1621565186.862,5.859,-24.902,-16.602,-11.719
1621565186.866,-52.734,-29.297,-21.973,-51.758
1621565186.870,-62.500,-31.250,-26.367,-45.410
1621565186.874,-11.719,-34.180,-25.879,-5.859
1621565186.878,12.207,-32.227,-20.020,-2.441
1621565186.882,-38.574,-32.227,-16.113,-40.527
1621565186.886,-60.547,-38.086,-21.484,-44.922
1621565186.890,-30.762,-35.645,-27.832,-18.555
1621565186.894,-4.395,-37.109,-27.344,-6.836
1621565186.898,-41.504,-39.551,-26.367,-41.992
1621565186.902,-70.312,-36.621,-22.461,-50.781
1621565186.906,-42.480,-37.109,-20.508,-26.855
1621565186.910,10.742,-40.039,-22.461,1.953
1621565186.913,-2.441,-40.039,-23.438,-22.461
1621565186.917,-49.805,-39.551,-24.414,-53.223
1621565186.921,-48.340,-35.156,-27.344,-39.551
1621565186.925,-8.301,-34.180,-27.344,-2.930
1621565186.929,-6.348,-39.062,-29.297,-13.672
1621565186.933,-61.523,-40.527,-32.715,-53.711
1621565186.937,-76.660,-39.551,-32.227,-57.129
1621565186.941,-30.273,-37.598,-29.785,-29.785
1621565186.945,2.441,-34.668,-26.855,-10.254
1621565186.949,-48.828,-33.691,-29.297,-47.852
1621565186.953,-76.172,-37.109,-27.832,-57.129
1621565186.957,-40.527,-38.574,-22.949,-22.949
1621565186.961,-4.883,-35.645,-26.367,-6.348
1621565186.965,-38.574,-37.109,-30.273,-34.180
1621565186.969,-63.477,-35.156,-26.367,-46.875
1621565186.973,-42.969,-32.227,-26.367,-32.715
1621565186.977,-2.441,-32.227,-29.297,-5.371
1621565186.981,-17.090,-31.738,-27.344,-24.414
1621565186.984,-60.547,-25.391,-22.461,-50.781
1621565186.988,-57.617,-25.879,-21.484,-41.016
1621565186.992,-6.348,-27.344,-22.461,-2.930
1621565186.996,7.812,-29.297,-21.484,1.953
1621565187.000,-49.316,-31.250,-23.438,-37.109
1621565187.004,-57.129,-27.344,-24.902,-32.715
1621565187.008,-15.137,-33.203,-28.320,3.418
1621565187.012,2.930,-38.574,-29.297,9.277
1621565187.016,-44.922,-34.668,-26.367,-27.832
1621565187.020,-70.801,-38.574,-23.926,-48.828
1621565187.024,-48.340,-44.922,-27.832,-32.227
1621565187.028,-10.742,-39.551,-31.250,-2.930
1621565187.032,-42.969,-38.086,-28.320,-34.180
1621565187.036,-81.055,-41.016,-25.391,-55.176
1621565187.040,-63.965,-40.527,-23.926,-38.086
1621565187.044,-18.066,-39.551,-23.438,-8.789
1621565187.048,-29.785,-37.109,-26.855,-32.227
1621565187.052,-77.637,-32.227,-27.344,-69.336
1621565187.055,-64.453,-27.832,-23.926,-58.105
1621565187.059,-9.277,-27.344,-20.020,-22.461
1621565187.063,10.742,-21.484,-16.602,-18.555
1621565187.067,-41.992,-17.578,-19.043,-60.059
1621565187.071,-51.270,-14.160,-18.066,-55.664
1621565187.075,-5.859,-18.066,-18.066,-24.902
1621565187.079,13.672,-27.344,-21.973,-14.160
1621565187.083,-38.574,-27.344,-16.602,-39.062
1621565187.087,-65.918,-25.879,-14.648,-52.246
1621565187.091,-41.992,-28.809,-17.090,-32.715
1621565187.095,-7.324,-28.809,-14.160,-0.977
1621565187.099,-38.574,-30.273,-17.090,-31.738
1621565187.103,-87.891,-32.227,-22.461,-62.500
1621565187.107,-65.430,-32.227,-22.461,-41.016
1621565187.111,-4.883,-28.809,-22.461,3.906
1621565187.115,-14.160,-26.855,-21.484,-0.488
1621565187.119,-63.477,-26.367,-23.438,-37.109
1621565187.123,-65.918,-24.414,-24.902,-36.621
1621565187.126,-28.320,-25.391,-23.926,-11.719
1621565187.130,-3.418,-19.043,-20.020,-7.812
1621565187.134,-53.711,-21.973,-23.926,-44.922
1621565187.138,-77.637,-29.785,-25.879,-58.105
1621565187.142,-36.133,-24.902,-18.066,-22.949
1621565187.146,-1.953,-25.879,-19.043,3.906
1621565187.150,-45.898,-28.320,-20.020,-35.645
1621565187.154,-67.871,-23.926,-18.066,-45.898
1621565187.158,-40.039,-23.926,-19.531,-26.855
1621565187.162,-7.324,-25.879,-18.066,-12.207
1621565187.166,-29.785,-24.414,-17.090,-39.062
1621565187.170,-70.801,-27.832,-20.508,-63.965
1621565187.174,-63.965,-25.391,-18.066,-42.969
1621565187.178,-16.113,-21.973,-14.648,-3.906
1621565187.182,-3.418,-24.414,-12.695,-7.324
1621565187.186,-44.434,-23.438,-17.090,-36.133
1621565187.190,-62.500,-28.320,-20.020,-41.504
1621565187.194,-27.832,-28.320,-21.973,-17.090
1621565187.197,2.441,-26.367,-22.949,-2.441
1621565187.201,-44.434,-27.344,-17.090,-39.062
1621565187.205,-75.195,-24.902,-17.578,-51.270
1621565187.209,-51.758,-26.367,-20.508,-34.180
1621565187.213,-1.953,-23.926,-18.066,-6.348
1621565187.217,-21.973,-23.438,-18.066,-26.855
1621565187.221,-61.523,-22.949,-15.625,-43.945
1621565187.225,-41.016,-22.461,-17.090,-28.809
1621565187.229,10.254,-22.949,-22.461,-3.906
1621565187.233,-8.789,-21.973,-21.973,-26.367
1621565187.237,-55.176,-28.809,-23.438,-54.688
1621565187.241,-52.246,-31.250,-20.996,-42.969
1621565187.245,-11.230,-25.391,-17.578,-16.113
1621565187.249,-3.418,-22.461,-21.484,-20.996
1621565187.253,-52.246,-21.484,-21.484,-59.082
1621565187.257,-58.105,-23.926,-19.043,-54.688
1621565187.261,-18.555,-28.320,-20.508,-22.949
1621565187.265,4.395,-27.344,-21.484,-14.648
1621565187.268,-50.781,-31.738,-22.949,-57.129
1621565187.272,-75.195,-34.180,-19.531,-60.059
1621565187.276,-25.879,-28.809,-15.625,-21.484
1621565187.280,12.695,-32.227,-19.531,-4.395
1621565187.284,-23.926,-33.203,-21.484,-34.180
1621565187.288,-70.312,-31.738,-24.902,-62.012
1621565187.292,-65.430,-31.250,-24.414,-48.340
1621565187.296,-14.648,-27.344,-19.531,-9.766
1621565187.300,-25.391,-29.297,-19.043,-32.227
1621565187.304,-80.078,-31.250,-20.508,-64.941
1621565187.308,-73.242,-28.809,-20.508,-54.199
1621565187.312,-9.766,-24.414,-17.090,-15.625
1621565187.316,9.277,-26.367,-16.602,-9.277
1621565187.320,-38.574,-29.785,-20.996,-44.922
1621565187.324,-55.664,-29.785,-22.461,-49.805
1621565187.328,-27.344,-32.715,-23.438,-20.996
1621565187.332,9.277,-28.809,-20.996,-2.441
1621565187.336,-20.996,-23.926,-19.531,-35.156
1621565187.339,-54.199,-23.438,-23.438,-47.852
1621565187.343,-39.062,-26.367,-27.832,-29.297
1621565187.347,0.000,-25.391,-22.949,-4.883
1621565187.351,-32.227,-27.344,-18.555,-27.344
1621565187.355,-67.383,-25.391,-19.043,-44.922
1621565187.359,-42.969,-20.508,-22.461,-27.344
1621565187.363,-5.371,-24.414,-24.902,-2.441
1621565187.367,-5.859,-23.438,-20.020,-11.719
1621565187.371,-54.688,-23.438,-23.438,-42.480
1621565187.375,-66.406,-31.250,-25.879,-43.945
1621565187.379,-21.973,-32.227,-23.438,-22.461
1621565187.383,-3.418,-31.738,-24.414,-20.508
1621565187.387,-52.246,-31.738,-20.020,-51.270
1621565187.391,-69.824,-28.809,-17.578,-51.758
1621565187.395,-28.320,-28.809,-17.090,-16.602
1621565187.399,2.930,-26.855,-16.602,4.395
1621565187.403,-33.691,-25.391,-20.508,-29.785
1621565187.407,-61.035,-27.344,-26.855,-49.316
1621565187.410,-43.945,-30.762,-28.320,-30.762
1621565187.414,-4.395,-28.809,-27.344,-5.859
1621565187.418,-35.156,-29.297,-29.785,-34.180
1621565187.422,-86.914,-38.086,-34.180,-65.430
1621565187.426,-72.754,-36.133,-30.273,-51.270
1621565187.430,-12.695,-30.762,-28.809,-8.301
1621565187.434,-5.371,-26.855,-30.273,-17.578
1621565187.438,-54.688,-21.973,-27.832,-51.270
1621565187.442,-65.430,-23.438,-26.855,-45.410
1621565187.446,-17.090,-23.926,-25.879,-14.160
1621565187.450,13.184,-23.926,-24.902,-2.930
1621565187.454,-35.645,-25.879,-25.879,-47.852
1621565187.458,-55.176,-30.762,-25.879,-59.082
1621565187.462,-33.691,-36.133,-27.832,-32.227
1621565187.466,-4.395,-35.645,-29.785,-12.695
1621565187.470,-32.227,-36.621,-29.297,-41.016
1621565187.474,-68.359,-33.203,-25.879,-61.035
1621565187.478,-51.270,-26.855,-27.832,-44.434
1621565187.481,1.953,-27.832,-28.320,-10.254
1621565187.485,-11.719,-27.832,-26.367,-32.715
1621565187.489,-68.359,-31.738,-26.367,-66.406
1621565187.493,-69.824,-36.621,-27.344,-49.316
1621565187.497,-15.625,-34.180,-21.484,-12.207
1621565187.501,-10.254,-33.691,-20.996,-20.996
1621565187.505,-66.406,-32.715,-25.879,-58.594
1621565187.509,-71.289,-22.461,-25.391,-56.152
1621565187.513,-27.832,-26.367,-27.344,-26.367
1621565187.517,-2.930,-29.297,-29.785,-15.625
1621565187.521,-45.410,-27.344,-30.273,-43.457
1621565187.525,-61.523,-34.668,-27.832,-51.758
1621565187.529,-30.273,-32.715,-24.414,-30.762
1621565187.533,0.488,-30.273,-23.438,-8.789
1621565187.537,-25.391,-34.180,-23.438,-38.086
1621565187.541,-59.570,-35.645,-21.973,-58.594
1621565187.545,-31.738,-29.297,-19.043,-37.598
1621565187.549,20.996,-28.320,-20.508,-10.742
1621565187.552,4.883,-30.762,-21.484,-32.715
1621565187.556,-44.434,-31.738,-24.902,-58.594
1621565187.560,-45.898,-33.691,-26.855,-47.852
1621565187.564,-10.742,-37.109,-26.855,-19.043
1621565187.568,1.465,-30.273,-25.391,-19.531
1621565187.572,-50.781,-26.855,-23.926,-55.664
1621565187.576,-58.594,-30.762,-22.461,-54.688
1621565187.580,-44.434,-28.809,-21.973,-45.898
1621565187.584,-55.176,-26.855,-23.926,-55.176
1621565187.588,-41.992,-29.785,-25.391,-47.363
1621565187.592,-4.883,-30.273,-22.949,-16.602
1621565187.596,-35.156,-28.320,-18.555,-37.598
1621565187.600,-71.289,-28.320,-22.461,-59.082
1621565187.604,-49.316,-28.320,-22.461,-39.551
1621565187.608,3.418,-30.273,-24.414,-6.348
1621565187.612,1.465,-32.227,-25.391,-15.137
1621565187.616,-42.480,-34.668,-21.973,-39.551
1621565187.620,-46.875,-29.785,-24.414,-39.062
1621565187.623,-8.789,-24.414,-22.949,-15.625
1621565187.627,14.160,-24.414,-16.113,-2.930
1621565187.631,-37.598,-25.391,-15.625,-41.504
1621565187.635,-59.570,-25.879,-19.043,-55.176
1621565187.639,-19.043,-23.926,-19.043,-19.531
1621565187.643,9.277,-23.926,-18.066,-5.371
1621565187.647,-24.902,-27.832,-19.043,-44.922
1621565187.651,-58.105,-24.902,-20.508,-58.594
1621565187.655,-37.598,-24.902,-18.066,-33.203
1621565187.659,7.812,-29.297,-20.508,-4.395
1621565187.663,-17.578,-27.832,-22.461,-29.785
1621565187.667,-55.664,-26.855,-19.043,-49.316
1621565187.671,-45.898,-29.785,-25.879,-33.691
1621565187.675,-0.977,-30.273,-32.227,-0.488
1621565187.679,0.977,-28.809,-32.227,-10.742
1621565187.683,-51.758,-33.203,-33.203,-49.316
1621565187.687,-62.500,-35.645,-35.645,-52.246
1621565187.691,-17.090,-29.785,-33.691,-22.461
1621565187.694,8.789,-28.809,-31.250,-11.230
1621565187.698,-51.270,-33.203,-31.250,-54.688
1621565187.702,-72.754,-32.227,-29.297,-62.012
1621565187.706,-30.273,-32.227,-30.273,-31.250
1621565187.710,2.930,-32.227,-24.902,-10.254
1621565187.714,-26.855,-34.180,-20.996,-36.133
1621565187.718,-60.547,-32.715,-23.926,-55.664
1621565187.722,-40.039,-29.785,-23.438,-34.668
1621565187.726,6.836,-30.273,-25.879,-0.977
1621565187.730,-12.695,-25.879,-25.879,-25.391
1621565187.734,-53.223,-26.367,-19.531,-48.828
1621565187.738,-45.410,-31.738,-19.043,-36.133
1621565187.742,-4.395,-30.273,-26.855,-12.695
1621565187.746,3.418,-27.832,-27.832,-20.020
1621565187.750,-55.176,-30.273,-23.926,-56.641
1621565187.754,-69.824,-31.250,-23.926,-50.293
1621565187.758,-21.484,-26.367,-22.461,-17.090
1621565187.762,2.441,-27.832,-20.508,-16.602
1621565187.765,-47.852,-32.227,-21.973,-53.711
1621565187.769,-82.520,-28.809,-24.902,-67.383
1621565187.773,-44.434,-28.809,-24.414,-33.203
1621565187.777,10.254,-28.809,-21.973,-1.953
1621565187.781,-20.508,-24.902,-16.602,-35.156
1621565187.785,-66.406,-24.414,-20.020,-55.664
1621565187.789,-50.781,-22.461,-22.461,-37.598
1621565187.793,-1.465,-21.973,-16.113,4.395
1621565187.797,-17.090,-24.902,-17.090,-13.184
1621565187.801,-70.801,-32.227,-21.973,-50.781
1621565187.805,-58.105,-32.227,-20.508,-36.133
1621565187.809,-3.418,-24.902,-20.996,-3.906
1621565187.813,-5.371,-27.344,-21.973,-16.602
1621565187.817,-62.500,-32.715,-22.461,-60.547
1621565187.821,-62.988,-26.367,-22.461,-52.734
1621565187.825,-28.320,-25.879,-23.438,-28.809
1621565187.829,1.465,-25.879,-23.438,-15.137
1621565187.833,-38.086,-23.926,-27.832,-42.480
1621565187.836,-71.289,-25.391,-29.297,-51.758
1621565187.840,-40.039,-29.297,-23.438,-24.902
1621565187.844,-1.465,-30.273,-23.438,-2.930
1621565187.848,-23.926,-30.762,-23.926,-28.809
1621565187.852,-61.523,-32.227,-24.902,-52.734
1621565187.856,-51.758,-31.250,-23.926,-40.039
1621565187.860,-3.418,-29.297,-20.020,-6.836
1621565187.864,-13.184,-29.785,-23.438,-18.066
1621565187.868,-60.547,-31.250,-25.879,-46.875
1621565187.872,-62.012,-30.762,-24.902,-47.852
1621565187.876,-16.113,-31.250,-26.367,-17.090
1621565187.880,4.395,-31.250,-20.508,-14.160
1621565187.884,-44.922,-34.180,-19.043,-52.246
1621565187.888,-65.430,-33.691,-23.438,-52.246
1621565187.892,-27.832,-27.832,-22.949,-23.926
1621565187.896,11.719,-30.762,-24.414,-5.859
1621565187.900,-30.762,-33.203,-25.879,-39.551
1621565187.904,-60.547,-30.273,-25.879,-51.270
1621565187.907,-32.227,-28.320,-25.879,-24.902
1621565187.911,9.766,-28.809,-28.320,-4.395
1621565187.915,-15.137,-30.273,-29.785,-37.598
1621565187.919,-63.965,-28.809,-28.809,-63.477
1621565187.923,-51.758,-32.715,-27.344,-44.922
1621565187.927,2.930,-33.203,-25.391,-9.277
1621565187.931,0.488,-32.715,-27.832,-29.785
1621565187.935,-61.035,-37.109,-30.762,-72.754
1621565187.939,-64.453,-41.016,-30.762,-60.059
1621565187.943,-15.625,-41.016,-31.738,-17.578
1621565187.947,5.859,-36.621,-27.832,-14.648
1621565187.951,-33.691,-32.227,-23.438,-52.246
1621565187.955,-58.594,-33.691,-24.414,-60.059
1621565187.959,-23.926,-37.109,-24.414,-29.297
1621565187.963,20.020,-35.156,-27.344,-6.836
1621565187.967,-20.508,-36.133,-27.832,-39.551
1621565187.971,-50.293,-39.551,-28.809,-52.734
1621565187.975,-28.320,-40.527,-32.227,-34.180
1621565187.978,10.254,-41.016,-29.297,4.395
1621565187.982,-3.418,-41.504,-27.344,-9.766
1621565187.986,-45.898,-37.109,-26.855,-44.922
1621565187.990,-41.016,-30.762,-23.926,-37.109
1621565187.994,1.465,-31.738,-24.902,-7.324
1621565187.998,-0.488,-39.062,-28.320,-15.625
1621565188.002,-55.176,-37.109,-32.715,-51.270
1621565188.006,-53.223,-31.250,-28.320,-45.410
1621565188.010,-8.301,-35.156,-25.879,-14.160
1621565188.014,9.766,-32.227,-27.344,-8.789
1621565188.018,-36.133,-38.574,-33.691,-42.969
1621565188.022,-59.082,-47.363,-38.574,-51.270
1621565188.026,-22.949,-38.574,-32.227,-22.461
1621565188.030,12.695,-38.574,-31.250,3.418
1621565188.034,-18.555,-38.086,-31.250,-20.508
1621565188.038,-44.922,-37.598,-31.738,-37.598
1621565188.042,-31.738,-41.992,-29.297,-17.578
1621565188.046,3.418,-44.434,-31.250,6.836
1621565188.049,-12.695,-44.922,-29.785,-11.230
1621565188.053,-59.082,-41.504,-26.855,-35.156
1621565188.057,-53.223,-41.016,-27.344,-25.879
1621565188.061,5.371,-39.062,-23.438,16.113
1621565188.065,12.695,-33.203,-22.949,7.812
1621565188.069,-40.039,-31.250,-22.949,-36.133
1621565188.073,-44.434,-33.691,-27.344,-36.133
1621565188.077,4.395,-34.668,-29.785,-5.859
1621565188.081,27.832,-31.250,-27.344,0.488
1621565188.085,-19.043,-35.645,-27.344,-37.109
1621565188.089,-49.805,-40.527,-29.297,-45.898
1621565188.093,-26.367,-40.527,-29.785,-21.484
1621565188.097,7.812,-41.504,-27.344,6.836
1621565188.101,-32.227,-40.039,-26.855,-21.973
1621565188.105,-69.336,-42.480,-25.879,-45.898
1621565188.109,-53.223,-41.992,-28.809,-29.297
1621565188.113,-11.719,-37.598,-27.344,3.906
1621565188.117,-20.996,-38.086,-23.438,-12.207
1621565188.120,-71.289,-38.086,-30.273,-47.363
1621565188.124,-70.801,-34.180,-29.297,-35.645
1621565188.128,-22.949,-35.156,-28.320,1.953
1621565188.132,-13.184,-37.598,-29.785,-3.906
1621565188.136,-62.988,-37.598,-26.367,-41.992
1621565188.140,-67.383,-35.156,-24.414,-38.574
1621565188.144,-25.879,-35.156,-20.996,-7.324
1621565188.148,5.371,-33.691,-20.996,9.277
1621565188.152,-29.297,-32.715,-25.391,-27.344
1621565188.156,-64.453,-31.250,-30.273,-43.457
1621565188.160,-46.387,-29.297,-29.785,-9.277
1621565188.164,3.418,-29.785,-21.484,23.438
1621565188.168,-16.113,-23.438,-18.555,-10.742
1621565188.172,-70.801,-21.973,-21.484,-40.039
1621565188.176,-70.312,-26.855,-22.949,-29.785
1621565188.180,-26.855,-27.344,-21.484,5.859
1621565188.184,-21.484,-23.926,-18.066,4.883
1621565188.188,-61.523,-20.020,-15.137,-22.949
1621565188.191,-71.289,-20.508,-16.602,-21.973
1621565188.195,-32.227,-23.926,-22.461,0.977
1621565188.199,-10.742,-25.879,-20.996,5.859
1621565188.203,-57.129,-24.414,-17.090,-25.879
1621565188.207,-71.289,-22.461,-17.090,-29.297
1621565188.211,-31.738,-19.531,-16.113,-0.488
1621565188.215,3.418,-16.113,-11.230,16.602
1621565188.219,-44.922,-17.090,-9.277,-16.602
1621565188.223,-82.520,-13.672,-12.207,-30.762
1621565188.227,-59.082,-10.254,-10.254,-9.766
1621565188.231,-20.996,-13.672,-8.789,21.973
1621565188.235,-41.504,-15.137,-8.301,0.488
1621565188.239,-91.797,-16.602,-8.789,-29.785
1621565188.243,-88.867,-16.113,-12.207,-24.414
1621565188.247,-39.062,-16.113,-11.719,9.766
1621565188.251,-44.434,-16.602,-13.184,4.883
1621565188.255,-94.238,-19.531,-13.672,-27.344
1621565188.259,-95.215,-20.508,-12.207,-24.902
1621565188.262,-62.988,-14.160,-10.742,5.859
1621565188.266,-41.016,-14.160,-11.719,12.695
1621565188.270,-86.426,-19.531,-14.160,-27.832
1621565188.274,-117.188,-21.484,-16.113,-37.109
1621565188.278,-72.754,-19.531,-15.625,-2.930
1621565188.282,-31.250,-20.020,-14.160,21.484
1621565188.286,-82.520,-20.508,-18.066,-21.973
1621565188.290,-120.605,-21.484,-17.090,-41.504
1621565188.294,-97.656,-22.461,-15.625,-15.625
1621565188.298,-43.945,-21.973,-15.625,19.043
1621565188.302,-53.711,-19.043,-12.207,0.977
1621565188.306,-102.539,-19.531,-11.719,-32.227
1621565188.310,-99.609,-24.414,-14.648,-25.879
1621565188.314,-59.570,-26.367,-12.695,7.324
1621565188.318,-50.293,-20.996,-9.277,5.859
1621565188.322,-103.027,-24.902,-13.184,-39.551
1621565188.326,-118.164,-30.273,-17.578,-48.828
1621565188.330,-75.684,-29.785,-20.508,-20.508
1621565188.333,-48.340,-30.762,-24.414,-4.883
1621565188.337,-89.355,-32.715,-25.391,-35.156
1621565188.341,-124.023,-35.156,-22.461,-52.246
1621565188.345,-97.656,-33.203,-22.949,-23.438
1621565188.349,-54.688,-33.691,-27.344,0.977
1621565188.353,-86.914,-32.227,-25.879,-28.809
1621565188.357,-124.512,-28.809,-20.020,-47.852
1621565188.361,-104.980,-31.738,-22.949,-27.344
1621565188.365,-53.223,-34.180,-26.367,11.719
1621565188.369,-68.359,-35.156,-23.438,-13.184
1621565188.373,-114.258,-34.668,-20.996,-39.062
1621565188.377,-106.934,-31.738,-21.484,-22.461
1621565188.381,-65.430,-35.156,-24.902,-5.371
1621565188.385,-59.082,-39.551,-21.484,-11.230
1621565188.389,-102.051,-41.016,-18.555,-32.227
1621565188.393,-112.793,-44.434,-24.902,-33.691
1621565188.397,-73.242,-40.039,-24.902,-6.348
1621565188.401,-40.039,-42.969,-26.367,14.160
1621565188.404,-80.078,-43.945,-29.297,-12.207
1621565188.408,-99.609,-41.016,-28.320,-23.926
1621565188.412,-73.242,-41.992,-28.320,-1.953
1621565188.416,-34.668,-42.480,-29.785,21.484
1621565188.420,-56.152,-48.828,-28.320,-8.789
1621565188.424,-94.238,-50.781,-25.391,-31.250
1621565188.428,-81.055,-46.387,-24.414,-19.531
1621565188.432,-32.715,-53.223,-25.879,13.184
1621565188.436,-31.738,-54.199,-29.297,4.883
1621565188.440,-71.289,-52.246,-28.809,-32.227
1621565188.444,-87.891,-57.617,-25.391,-38.086
1621565188.448,-56.641,-60.547,-21.484,-8.301
1621565188.452,-32.227,-61.035,-24.414,3.418
1621565188.456,-74.707,-61.035,-27.344,-29.785
1621565188.460,-83.008,-58.594,-21.484,-28.320
1621565188.464,-51.270,-59.570,-20.996,-0.488
1621565188.468,-16.602,-61.523,-26.367,11.719
1621565188.472,-47.852,-60.059,-24.902,-20.996
1621565188.475,-79.102,-62.500,-21.973,-39.062
1621565188.479,-49.316,-67.383,-23.926,-18.555
1621565188.483,-2.930,-67.383,-26.855,10.254
1621565188.487,-29.785,-65.918,-32.227,-19.531
1621565188.491,-64.941,-69.336,-30.273,-41.992
1621565188.495,-50.781,-71.289,-28.320,-24.414
1621565188.499,-7.812,-65.918,-32.227,2.930
1621565188.503,-5.371,-65.430,-35.156,-15.625
1621565188.507,-49.316,-69.824,-35.645,-44.434
1621565188.511,-53.223,-70.312,-35.156,-36.133
1621565188.515,-11.719,-70.801,-38.086,-7.324
1621565188.519,19.043,-67.383,-34.668,6.348
1621565188.523,-20.996,-66.895,-32.227,-26.367
1621565188.527,-43.457,-71.289,-38.574,-43.945
1621565188.531,-6.348,-71.289,-42.480,-18.555
1621565188.535,32.227,-68.359,-40.527,7.324
1621565188.539,-5.859,-68.359,-34.668,-22.461
1621565188.543,-41.992,-72.754,-37.598,-41.016
1621565188.546,-18.555,-71.777,-40.039,-22.461
1621565188.550,29.785,-68.359,-33.203,7.812
1621565188.554,5.859,-69.824,-33.691,-18.555
1621565188.558,-44.922,-72.754,-36.133,-50.781
1621565188.562,-31.250,-71.777,-34.668,-36.133
1621565188.566,22.949,-68.848,-34.668,-0.488
1621565188.570,29.297,-68.848,-35.645,-10.742
1621565188.574,-20.508,-67.871,-36.621,-42.480
1621565188.578,-20.996,-68.359,-37.598,-37.598
1621565188.582,22.461,-70.312,-36.133,-9.277
1621565188.586,43.945,-65.430,-32.227,11.719
1621565188.590,-0.977,-60.059,-32.227,-20.508
1621565188.594,-31.250,-61.523,-33.203,-39.551
1621565188.598,-3.906,-65.918,-35.645,-17.578
1621565188.602,41.016,-66.895,-33.203,11.719
1621565188.606,18.555,-66.895,-29.297,-16.113
1621565188.610,-15.137,-63.965,-23.926,-30.762
1621565188.614,0.000,-62.500,-23.438,-16.113
1621565188.617,46.387,-61.035,-28.809,14.160
1621565188.621,38.086,-61.035,-25.391,3.418
1621565188.625,-12.207,-60.059,-21.973,-34.180
1621565188.629,-18.555,-57.129,-26.367,-29.785
1621565188.633,25.879,-57.617,-27.832,5.859
1621565188.637,49.316,-54.199,-24.414,5.859
1621565188.641,-5.371,-53.711,-28.809,-33.691
1621565188.645,-31.250,-62.500,-36.621,-41.504
1621565188.649,11.719,-65.918,-36.621,-16.113
1621565188.653,46.387,-62.988,-34.668,0.488
1621565188.657,3.906,-61.523,-31.738,-27.344
1621565188.661,-14.160,-58.594,-30.273,-36.133
1621565188.665,18.066,-57.617,-32.715,-14.160
1621565188.669,54.688,-60.059,-30.273,12.695
1621565188.673,22.461,-61.035,-32.715,-20.996
1621565188.677,-19.531,-62.500,-34.180,-47.363
1621565188.681,0.488,-61.035,-32.715,-17.578
1621565188.685,40.527,-55.176,-34.180,11.719
1621565188.688,22.461,-55.664,-37.109,-10.254
1621565188.692,-20.020,-56.641,-35.156,-39.551
1621565188.696,-15.625,-50.781,-32.715,-26.855
1621565188.700,31.250,-48.340,-36.133,3.906
1621565188.704,42.969,-51.758,-36.133,2.930
1621565188.708,-12.695,-53.223,-32.715,-31.738
1621565188.712,-23.926,-53.711,-29.785,-29.297
1621565188.716,17.578,-51.270,-27.344,0.977
1621565188.720,51.758,-52.734,-26.367,20.508
1621565188.724,11.230,-52.246,-29.785,-15.137
1621565188.728,-22.949,-51.758,-29.785,-34.180
1621565188.732,0.000,-56.641,-34.668,-18.066
1621565188.736,51.270,-53.223,-34.668,5.371
1621565188.740,33.691,-46.875,-26.367,-6.836
1621565188.744,-21.484,-49.805,-28.809,-29.785
1621565188.748,-22.949,-48.828,-34.668,-27.344
1621565188.752,32.227,-45.410,-28.809,10.742
1621565188.756,26.367,-46.387,-28.809,-0.977
1621565188.759,-26.367,-38.574,-29.785,-35.645
1621565188.763,-34.668,-39.062,-33.691,-31.738
1621565188.767,-2.441,-47.363,-39.062,-16.113
1621565188.771,17.090,-42.480,-32.227,-17.578
1621565188.775,-37.598,-35.645,-34.180,-57.129
1621565188.779,-77.148,-40.039,-41.504,-80.566
1621565188.783,-57.617,-37.109,-41.992,-70.312
1621565188.787,-27.344,-32.227,-41.992,-63.477
1621565188.791,-72.754,-34.180,-41.504,-104.492
1621565188.795,-130.371,-40.039,-43.457,-135.742
1621565188.799,-120.605,-41.504,-45.898,-127.441
1621565188.803,-83.496,-38.086,-52.246,-109.863
1621565188.807,-115.234,-36.621,-52.734,-144.043
1621565188.811,-169.434,-38.574,-51.758,-181.152
1621565188.815,-168.457,-37.109,-51.758,-174.805
1621565188.819,-127.930,-34.668,-52.246,-155.762
1621565188.823,-124.023,-33.203,-50.293,-166.016
1621565188.827,-177.734,-31.250,-48.340,-199.707
1621565188.830,-195.312,-26.855,-49.805,-202.637
1621565188.834,-138.672,-22.461,-45.898,-157.715
1621565188.838,-90.820,-23.926,-44.434,-135.742
1621565188.842,-127.441,-23.438,-42.480,-171.387
1621565188.846,-140.137,-18.066,-39.551,-164.062
1621565188.850,-105.469,-18.555,-40.039,-125.488
1621565188.854,-69.824,-23.438,-41.504,-102.539
1621565188.858,-88.867,-19.043,-40.527,-112.793
1621565188.862,-113.770,-16.113,-43.457,-119.141
1621565188.866,-83.496,-19.531,-46.875,-91.797
1621565188.870,-22.949,-21.484,-47.852,-51.270
1621565188.874,-24.902,-18.555,-44.434,-60.059
1621565188.878,-67.383,-18.066,-46.387,-85.449
1621565188.882,-58.105,-17.578,-46.875,-68.848
1621565188.886,1.465,-14.648,-41.016,-21.484
1621565188.890,21.973,-17.090,-37.598,-10.742
1621565188.894,-21.484,-21.973,-37.598,-41.504
1621565188.898,-34.180,-22.949,-37.109,-36.621
1621565188.901,7.324,-23.926,-35.645,2.930
1621565188.905,44.434,-27.344,-37.598,19.531
1621565188.909,-1.465,-30.273,-37.109,-13.184
