timestamps,TP9,AF7,AF8,TP10
1621565165.653,27.344,3.418,-46.387,2.930
1621565165.657,-19.043,-1.953,-46.875,-36.133
1621565165.661,-50.293,-3.906,-48.828,-50.293
1621565165.665,-25.391,-5.371,-50.293,-26.855
1621565165.669,20.508,-7.324,-46.387,0.977
1621565165.673,-4.883,-9.766,-42.969,-29.297
1621565165.677,-46.875,-8.789,-45.410,-59.570
1621565165.681,-43.457,-8.301,-45.898,-42.480
1621565165.685,4.883,-9.766,-43.945,0.488
1621565165.689,-3.906,-8.301,-41.992,-12.695
1621565165.692,-57.129,-10.254,-42.480,-47.363
1621565165.696,-48.828,-13.184,-40.039,-37.598
1621565165.700,-1.953,-13.672,-35.645,-1.465
1621565165.704,6.836,-14.160,-36.133,1.953
1621565165.708,-46.875,-18.066,-33.691,-34.180
1621565165.712,-56.641,-20.020,-33.691,-36.133
1621565165.716,-20.508,-18.066,-30.762,-13.672
1621565165.720,18.066,-15.137,-25.879,4.883
1621565165.724,-20.508,-16.113,-27.344,-23.926
1621565165.728,-66.895,-20.508,-29.785,-39.062
1621565165.732,-49.316,-21.973,-34.668,-25.879
1621565165.736,-0.977,-20.020,-34.668,-1.465
1621565165.740,-12.207,-19.043,-32.227,-14.160
1621565165.744,-57.129,-20.020,-34.180,-42.969
1621565165.748,-53.223,-20.508,-34.668,-37.109
1621565165.752,-2.930,-21.484,-35.156,-2.930
1621565165.756,-6.348,-24.902,-37.598,-15.137
1621565165.760,-59.082,-24.902,-37.109,-48.828
1621565165.763,-56.152,-24.414,-34.668,-37.598
1621565165.767,-9.766,-30.762,-34.180,-11.230
1621565165.771,8.789,-29.785,-37.109,-8.301
1621565165.775,-36.621,-27.344,-34.668,-37.598
1621565165.779,-55.664,-27.344,-31.738,-39.551
1621565165.783,-25.391,-34.668,-31.738,-15.625
1621565165.787,-0.977,-35.645,-29.785,0.000
1621565165.791,-36.133,-28.809,-28.320,-36.133
1621565165.795,-72.754,-29.785,-29.785,-54.688
1621565165.799,-60.547,-29.785,-31.250,-35.645
1621565165.803,-6.836,-27.832,-26.855,-5.371
1621565165.807,-8.301,-25.391,-24.414,-11.230
1621565165.811,-57.129,-26.855,-31.250,-44.922
1621565165.815,-53.223,-29.785,-32.715,-37.598
1621565165.819,-0.977,-28.809,-28.320,5.371
1621565165.823,2.441,-30.762,-27.344,-3.418
1621565165.827,-50.293,-28.809,-25.879,-42.969
1621565165.831,-51.758,-25.391,-25.879,-38.086
1621565165.834,-8.301,-25.391,-27.832,-7.812
1621565165.838,5.371,-28.320,-31.250,-5.859
1621565165.842,-38.574,-32.715,-32.227,-42.969
1621565165.846,-60.547,-32.227,-33.203,-55.176
1621565165.850,-27.832,-30.273,-31.738,-23.438
1621565165.854,18.555,-28.809,-28.809,-2.930
1621565165.858,-18.555,-32.227,-28.320,-32.227
1621565165.862,-71.289,-38.086,-26.855,-55.176
1621565165.866,-52.246,-38.086,-31.250,-37.109
1621565165.870,3.418,-34.668,-31.250,4.395
1621565165.874,-14.648,-34.668,-27.832,-20.996
1621565165.878,-65.918,-32.715,-28.320,-51.758
1621565165.882,-62.012,-29.785,-25.879,-40.527
1621565165.886,-15.625,-27.832,-22.461,-8.301
1621565165.890,-14.160,-29.785,-25.879,-14.648
1621565165.894,-64.453,-31.250,-27.832,-49.316
1621565165.898,-71.289,-31.250,-20.996,-49.316
1621565165.902,-36.621,-33.203,-20.020,-18.066
1621565165.905,-9.277,-30.762,-20.996,-1.953
1621565165.909,-51.758,-30.273,-23.926,-42.969
1621565165.913,-77.637,-30.273,-26.855,-58.594
1621565165.917,-55.664,-30.273,-23.438,-38.574
1621565165.921,-14.160,-33.691,-25.391,-12.207
1621565165.925,-39.062,-34.180,-24.414,-35.156
1621565165.929,-75.195,-31.738,-23.926,-57.617
1621565165.933,-57.617,-34.668,-25.879,-44.922
1621565165.937,-7.812,-34.180,-23.926,-9.766
1621565165.941,-15.137,-32.715,-21.973,-15.625
1621565165.945,-64.941,-35.156,-22.461,-46.387
1621565165.949,-67.871,-33.691,-25.879,-46.387
1621565165.953,-21.484,-32.715,-27.344,-13.184
1621565165.957,0.000,-31.250,-25.391,-2.441
1621565165.961,-47.363,-30.762,-25.879,-42.969
1621565165.965,-67.383,-31.250,-27.344,-45.898
1621565165.969,-32.715,-29.297,-28.320,-10.742
1621565165.973,-2.930,-30.273,-30.762,-6.348
1621565165.976,-48.828,-32.227,-29.785,-43.457
1621565165.980,-81.543,-27.832,-28.320,-52.246
1621565165.984,-53.711,-27.344,-29.785,-25.391
1621565165.988,0.977,-28.809,-22.949,11.719
1621565165.992,-19.531,-31.250,-27.344,-17.090
1621565165.996,-65.430,-33.203,-29.785,-50.781
1621565166.000,-55.176,-28.320,-21.973,-41.504
1621565166.004,-4.883,-32.227,-23.438,-6.836
1621565166.008,-11.719,-37.598,-25.391,-18.555
1621565166.012,-68.359,-40.527,-22.949,-57.129
1621565166.016,-68.359,-42.480,-23.438,-50.293
1621565166.020,-22.949,-39.062,-24.902,-22.949
1621565166.024,-7.324,-33.691,-24.414,-21.484
1621565166.028,-55.176,-33.203,-26.367,-58.105
1621565166.032,-76.660,-32.227,-34.180,-64.941
1621565166.036,-37.109,-31.738,-34.180,-31.738
1621565166.040,7.324,-27.344,-29.785,-5.859
1621565166.044,-32.715,-24.414,-28.320,-35.645
1621565166.047,-62.500,-29.297,-27.832,-50.293
1621565166.051,-36.621,-30.273,-25.391,-27.832
1621565166.055,10.254,-31.738,-23.438,3.418
1621565166.059,-10.742,-34.180,-27.344,-21.484
1621565166.063,-60.059,-37.598,-31.738,-50.781
1621565166.067,-66.406,-43.457,-30.762,-40.527
1621565166.071,-28.809,-40.039,-27.832,-22.461
1621565166.075,-20.996,-32.227,-25.879,-36.621
1621565166.079,-72.266,-30.273,-26.367,-65.430
1621565166.083,-81.543,-34.668,-28.320,-63.477
1621565166.087,-38.086,-35.156,-26.367,-28.320
1621565166.091,-11.230,-31.738,-22.461,-10.742
1621565166.095,-54.199,-32.715,-24.414,-47.852
1621565166.099,-75.684,-37.109,-27.344,-50.781
1621565166.103,-37.598,-38.086,-27.344,-20.020
1621565166.107,-4.395,-43.945,-28.809,-4.883
1621565166.111,-35.156,-40.039,-29.297,-36.133
1621565166.115,-60.059,-35.156,-29.297,-49.805
1621565166.118,-41.504,-40.039,-32.715,-38.574
1621565166.122,8.301,-37.598,-36.621,-12.207
1621565166.126,-0.977,-33.203,-37.109,-33.691
1621565166.130,-44.922,-40.039,-36.621,-68.848
1621565166.134,-46.387,-41.992,-32.715,-52.734
1621565166.138,-10.742,-43.457,-28.320,-16.602
1621565166.142,-8.301,-45.898,-25.879,-22.461
1621565166.146,-60.059,-42.480,-18.066,-45.898
1621565166.150,-62.988,-43.945,-19.043,-32.715
1621565166.154,-19.531,-42.480,-21.484,-1.953
1621565166.158,4.883,-39.551,-16.602,10.254
1621565166.162,-43.457,-38.574,-17.578,-23.926
1621565166.166,-71.289,-34.180,-18.066,-34.180
1621565166.170,-38.086,-31.738,-19.531,-16.602
1621565166.174,6.348,-28.809,-24.902,-2.930
1621565166.178,-25.391,-30.762,-25.391,-39.551
1621565166.182,-65.430,-35.645,-23.438,-59.082
1621565166.186,-55.176,-34.668,-22.949,-41.016
1621565166.189,-12.207,-36.133,-24.414,-14.648
1621565166.193,-23.926,-36.621,-23.926,-28.320
1621565166.197,-70.801,-33.691,-21.973,-55.176
1621565166.201,-68.359,-34.668,-25.879,-52.734
1621565166.205,-25.391,-33.691,-29.785,-14.648
1621565166.209,-6.836,-30.762,-27.344,-6.348
1621565166.213,-56.152,-36.133,-28.320,-49.805
1621565166.217,-71.777,-38.574,-31.738,-53.711
1621565166.221,-43.945,-37.109,-28.809,-24.414
1621565166.225,-10.254,-30.273,-24.902,-15.137
1621565166.229,-34.668,-28.809,-26.367,-47.363
1621565166.233,-68.848,-30.273,-27.344,-63.477
1621565166.237,-52.246,-32.227,-25.879,-42.969
1621565166.241,-11.230,-30.762,-24.414,-16.113
1621565166.245,-32.227,-26.855,-27.832,-37.109
1621565166.249,-65.918,-31.738,-30.273,-57.129
1621565166.253,-53.223,-34.180,-24.414,-47.363
1621565166.257,-1.465,-34.668,-21.484,-15.625
1621565166.260,-16.602,-33.203,-25.391,-32.715
1621565166.264,-62.988,-27.832,-26.367,-61.035
1621565166.268,-54.688,-26.367,-21.973,-47.363
1621565166.272,-17.090,-26.367,-22.461,-16.113
1621565166.276,2.441,-21.973,-22.949,-13.184
1621565166.280,-40.039,-24.902,-25.391,-52.734
1621565166.284,-54.199,-24.414,-28.320,-55.664
1621565166.288,-20.020,-21.484,-22.461,-23.926
1621565166.292,2.441,-26.855,-19.531,-10.742
1621565166.296,-34.668,-27.344,-21.484,-47.363
1621565166.300,-72.754,-29.785,-23.926,-68.359
1621565166.304,-54.688,-30.762,-21.484,-50.293
1621565166.308,-2.441,-29.785,-17.578,-19.531
1621565166.312,-22.461,-31.738,-19.531,-48.828
1621565166.316,-71.289,-31.250,-20.508,-80.566
1621565166.320,-59.570,-26.367,-17.578,-53.711
1621565166.324,-13.672,-27.344,-19.043,-16.113
1621565166.328,-14.648,-33.203,-23.926,-35.645
1621565166.331,-62.012,-33.203,-23.926,-70.801
1621565166.335,-62.988,-28.809,-19.531,-59.082
1621565166.339,-22.461,-23.926,-19.531,-31.738
1621565166.343,0.977,-27.344,-24.902,-27.344
1621565166.347,-40.039,-34.180,-31.738,-59.082
1621565166.351,-73.242,-39.062,-32.715,-68.848
1621565166.355,-46.875,-37.109,-28.809,-41.504
1621565166.359,-3.906,-32.715,-29.297,-20.996
1621565166.363,-34.180,-33.203,-32.715,-54.199
1621565166.367,-67.383,-30.762,-32.227,-73.730
1621565166.371,-45.898,-27.344,-33.203,-50.781
1621565166.375,0.000,-27.344,-28.809,-27.344
1621565166.379,-17.578,-29.297,-27.344,-56.152
1621565166.383,-66.895,-28.320,-27.832,-83.984
1621565166.387,-60.059,-27.832,-22.461,-64.941
1621565166.391,-5.371,-30.273,-24.902,-25.391
1621565166.395,5.859,-26.855,-23.438,-27.344
1621565166.399,-42.969,-29.297,-23.926,-56.641
1621565166.402,-59.082,-29.785,-24.414,-56.152
1621565166.406,-22.461,-27.832,-25.391,-22.949
1621565166.410,6.348,-27.832,-28.809,-11.719
1621565166.414,-39.062,-26.855,-27.832,-51.270
1621565166.418,-69.336,-26.855,-26.855,-66.406
1621565166.422,-45.410,-25.879,-28.809,-44.434
1621565166.426,0.488,-24.414,-27.832,-15.137
1621565166.430,-28.320,-27.344,-27.832,-40.527
1621565166.434,-69.336,-27.344,-29.785,-64.941
1621565166.438,-48.340,-31.738,-30.273,-48.340
1621565166.442,-4.883,-32.715,-31.738,-16.602
1621565166.446,-27.344,-30.762,-30.273,-37.109
1621565166.450,-68.848,-27.344,-23.926,-59.082
1621565166.454,-64.941,-26.367,-23.438,-49.316
1621565166.458,-19.531,-26.367,-23.926,-24.902
1621565166.462,-8.789,-21.973,-18.066,-25.879
1621565166.466,-59.082,-22.949,-20.020,-53.711
1621565166.470,-59.082,-22.461,-22.949,-46.875
1621565166.473,-20.020,-25.391,-23.438,-24.902
1621565166.477,11.719,-27.832,-24.902,-9.766
1621565166.481,-27.832,-27.832,-28.320,-35.645
1621565166.485,-59.082,-32.227,-26.855,-50.293
1621565166.489,-30.762,-30.273,-25.391,-30.273
1621565166.493,15.625,-22.949,-24.414,-5.371
1621565166.497,-11.230,-22.461,-23.438,-34.668
1621565166.501,-57.129,-22.949,-25.879,-61.523
1621565166.505,-49.805,-26.855,-24.902,-58.105
1621565166.509,-14.160,-32.715,-26.367,-30.273
1621565166.513,-17.578,-29.785,-31.738,-41.992
1621565166.517,-57.129,-27.344,-40.039,-77.637
1621565166.521,-63.965,-29.785,-38.574,-73.730
1621565166.525,-10.742,-28.320,-32.715,-28.809
1621565166.529,11.230,-29.297,-30.273,-17.578
1621565166.533,-44.922,-30.762,-25.391,-52.734
1621565166.537,-60.547,-25.391,-21.484,-51.758
1621565166.541,-23.438,-25.391,-25.391,-22.461
1621565166.544,9.766,-25.391,-23.926,0.977
1621565166.548,-28.320,-24.414,-16.602,-25.879
1621565166.552,-59.082,-28.809,-19.043,-46.387
1621565166.556,-38.574,-25.391,-24.414,-31.738
1621565166.560,-3.418,-22.949,-24.414,-12.207
1621565166.564,-26.855,-25.391,-25.879,-28.809
1621565166.568,-69.824,-24.902,-27.832,-54.199
1621565166.572,-62.012,-23.926,-25.391,-49.316
1621565166.576,-7.812,-22.461,-22.949,-11.719
1621565166.580,1.953,-21.973,-23.438,-20.508
1621565166.584,-53.711,-22.949,-25.879,-63.965
1621565166.588,-59.570,-27.344,-26.855,-63.477
1621565166.592,-19.531,-30.273,-27.344,-28.809
1621565166.596,0.488,-25.879,-27.344,-23.438
1621565166.600,-37.109,-20.508,-24.902,-58.594
1621565166.604,-61.523,-23.926,-25.391,-63.965
1621565166.608,-23.926,-26.367,-26.367,-35.645
1621565166.612,20.508,-22.461,-25.391,-8.301
1621565166.615,-30.762,-23.438,-27.344,-45.410
1621565166.619,-66.895,-26.367,-26.855,-63.965
1621565166.623,-44.922,-26.855,-24.414,-36.621
1621565166.627,4.883,-24.902,-23.926,0.000
1621565166.631,-0.488,-20.020,-28.809,-17.578
1621565166.635,-54.688,-22.461,-31.250,-57.129
1621565166.639,-56.641,-26.855,-30.762,-55.176
1621565166.643,-15.137,-31.250,-29.297,-29.297
1621565166.647,-24.414,-33.691,-30.762,-36.621
1621565166.651,-63.477,-29.297,-31.738,-66.406
1621565166.655,-57.617,-29.297,-31.738,-60.059
1621565166.659,-21.973,-30.273,-28.320,-24.902
1621565166.663,-1.465,-28.320,-24.902,-14.648
1621565166.667,-39.551,-30.273,-27.344,-46.875
1621565166.671,-54.688,-27.832,-25.391,-46.875
1621565166.675,-28.320,-24.902,-23.926,-29.297
1621565166.679,1.465,-26.855,-29.297,-16.113
1621565166.683,-24.414,-21.484,-27.344,-34.668
1621565166.686,-56.152,-22.461,-24.414,-58.594
1621565166.690,-42.969,-30.273,-27.832,-51.270
1621565166.694,-11.719,-27.344,-32.227,-23.926
1621565166.698,-29.785,-26.367,-30.762,-43.457
1621565166.702,-71.777,-28.809,-25.391,-70.312
1621565166.706,-63.965,-26.855,-21.484,-54.688
1621565166.710,-20.996,-29.785,-23.926,-21.484
1621565166.714,-13.672,-28.809,-24.414,-20.508
1621565166.718,-58.594,-28.320,-23.926,-51.270
1621565166.722,-67.871,-26.855,-25.391,-52.246
1621565166.726,-30.273,-22.949,-26.367,-27.832
1621565166.730,-5.859,-25.391,-27.832,-19.531
1621565166.734,-52.246,-30.762,-25.879,-57.617
1621565166.738,-79.102,-30.762,-24.902,-68.848
1621565166.742,-51.758,-27.344,-27.344,-42.480
1621565166.746,-15.137,-26.367,-27.344,-18.066
1621565166.750,-40.039,-28.809,-28.320,-42.969
1621565166.754,-78.613,-31.250,-34.180,-72.754
1621565166.757,-53.711,-27.344,-29.297,-50.293
1621565166.761,-1.465,-24.414,-23.926,-13.672
1621565166.765,-15.625,-28.320,-31.250,-34.668
1621565166.769,-69.336,-32.715,-35.645,-70.801
1621565166.773,-69.336,-31.738,-30.762,-60.059
1621565166.777,-22.461,-32.715,-31.738,-25.879
1621565166.781,-12.207,-31.250,-35.156,-20.020
1621565166.785,-54.199,-29.297,-33.691,-49.316
1621565166.789,-60.547,-28.320,-36.621,-53.223
1621565166.793,-25.391,-27.344,-39.551,-27.832
1621565166.797,0.000,-25.879,-38.574,-15.137
1621565166.801,-36.621,-21.484,-34.180,-43.457
1621565166.805,-63.477,-21.484,-30.273,-55.664
1621565166.809,-47.852,-23.926,-29.297,-35.645
1621565166.813,-3.418,-24.414,-27.832,-8.301
1621565166.817,-18.066,-20.020,-28.809,-29.297
1621565166.821,-62.988,-20.996,-30.273,-58.105
1621565166.825,-59.082,-23.438,-26.367,-45.898
1621565166.828,-14.160,-21.973,-29.297,-16.113
1621565166.832,-15.137,-23.438,-35.645,-27.344
1621565166.836,-60.059,-24.414,-29.297,-52.246
1621565166.840,-49.805,-23.926,-24.902,-40.039
1621565166.844,-11.719,-25.391,-29.297,-13.672
1621565166.848,0.000,-20.996,-25.391,-2.930
1621565166.852,-51.758,-23.926,-22.949,-39.062
1621565166.856,-74.219,-27.832,-24.902,-55.664
1621565166.860,-47.852,-22.949,-25.391,-34.180
1621565166.864,-10.254,-21.973,-22.461,-10.254
1621565166.868,-38.086,-25.391,-22.949,-36.621
1621565166.872,-70.801,-23.438,-25.391,-48.828
1621565166.876,-54.199,-21.973,-18.555,-32.227
1621565166.880,-8.301,-23.438,-18.555,-10.254
1621565166.884,-28.809,-27.344,-27.832,-34.668
1621565166.888,-71.777,-25.391,-28.809,-62.988
1621565166.892,-59.570,-23.926,-27.344,-50.293
1621565166.896,-8.301,-26.855,-29.297,-16.602
1621565166.899,0.977,-25.879,-30.762,-16.602
1621565166.903,-55.176,-24.902,-29.297,-52.734
1621565166.907,-65.430,-25.391,-26.855,-44.434
1621565166.911,-18.555,-26.855,-26.367,-11.230
1621565166.915,11.719,-21.484,-27.344,-0.977
1621565166.919,-46.387,-28.320,-30.762,-42.480
1621565166.923,-90.332,-35.156,-33.203,-66.895
1621565166.927,-50.781,-32.227,-32.715,-31.250
1621565166.931,1.465,-30.273,-24.902,0.488
1621565166.935,-34.180,-32.715,-22.461,-27.832
1621565166.939,-76.172,-36.621,-23.926,-54.199
1621565166.943,-58.594,-35.156,-21.484,-41.016
1621565166.947,-6.836,-32.227,-25.391,-10.742
1621565166.951,-15.625,-30.273,-26.855,-24.902
1621565166.955,-67.383,-31.250,-24.902,-59.570
1621565166.959,-69.336,-34.668,-26.367,-52.734
1621565166.963,-21.484,-35.156,-29.297,-18.066
1621565166.967,-16.113,-32.715,-32.715,-21.484
1621565166.970,-67.383,-33.691,-31.738,-57.617
1621565166.974,-74.219,-33.203,-29.785,-59.570
1621565166.978,-36.621,-31.738,-31.738,-32.715
1621565166.982,-14.648,-33.203,-31.250,-26.855
1621565166.986,-51.270,-28.320,-30.273,-61.035
1621565166.990,-77.637,-28.320,-30.762,-69.824
1621565166.994,-42.480,-22.461,-27.344,-35.645
1621565166.998,-0.977,-21.973,-26.855,-11.719
1621565167.002,-38.574,-28.809,-33.203,-53.223
1621565167.006,-70.312,-25.391,-32.227,-73.242
1621565167.010,-52.734,-22.461,-26.855,-50.781
1621565167.014,-6.836,-22.461,-22.949,-15.137
1621565167.018,-10.742,-22.461,-24.414,-20.508
1621565167.022,-62.012,-23.438,-27.832,-53.711
1621565167.026,-62.500,-27.832,-25.879,-43.457
1621565167.030,-12.695,-24.902,-25.391,-9.766
1621565167.034,5.859,-18.555,-27.832,-10.742
1621565167.038,-46.387,-17.578,-29.297,-44.434
1621565167.041,-65.430,-22.461,-26.855,-49.316
1621565167.045,-24.902,-23.438,-28.320,-24.414
1621565167.049,4.883,-20.508,-29.785,-7.324
1621565167.053,-41.016,-22.461,-27.832,-32.715
1621565167.057,-73.242,-24.902,-27.832,-50.781
1621565167.061,-47.363,-27.344,-31.738,-35.156
1621565167.065,-2.441,-29.785,-31.738,-1.465
1621565167.069,-20.996,-23.438,-26.367,-26.855
1621565167.073,-67.871,-20.996,-29.297,-59.570
1621565167.077,-60.547,-22.949,-29.297,-45.898
1621565167.081,-7.324,-23.926,-23.926,-10.254
1621565167.085,-6.836,-24.902,-23.438,-21.973
1621565167.089,-59.082,-21.973,-30.273,-62.012
1621565167.093,-60.059,-18.555,-31.250,-67.383
1621565167.097,-10.742,-21.973,-27.832,-39.062
1621565167.101,10.254,-20.508,-27.832,-29.297
1621565167.105,-37.109,-19.531,-30.762,-63.965
1621565167.109,-53.711,-22.461,-28.809,-66.895
1621565167.112,-29.785,-19.043,-28.809,-48.340
1621565167.116,-3.906,-15.625,-28.320,-25.879
1621565167.120,-38.086,-15.137,-26.367,-42.480
1621565167.124,-80.078,-20.508,-22.949,-62.500
1621565167.128,-73.242,-29.297,-23.438,-44.922
1621565167.132,-27.344,-29.785,-26.855,-13.184
1621565167.136,-42.969,-27.832,-31.250,-36.621
1621565167.140,-79.102,-28.809,-32.715,-56.641
1621565167.144,-66.406,-26.855,-30.762,-39.551
1621565167.148,-17.578,-23.926,-30.273,-10.254
1621565167.152,-20.020,-26.855,-29.297,-23.438
1621565167.156,-74.707,-30.273,-25.391,-61.523
1621565167.160,-85.938,-29.297,-28.320,-64.941
1621565167.164,-46.387,-28.320,-30.762,-33.203
1621565167.168,-25.879,-31.250,-28.320,-15.137
1621565167.172,-72.266,-27.344,-31.250,-51.758
1621565167.176,-86.914,-23.438,-34.180,-67.871
1621565167.180,-49.316,-25.879,-35.645,-38.086
1621565167.183,-10.254,-23.926,-35.156,-5.371
1621565167.187,-38.086,-22.461,-34.180,-29.297
1621565167.191,-70.801,-24.414,-30.762,-42.480
1621565167.195,-47.363,-23.926,-28.809,-16.113
1621565167.199,-3.418,-25.391,-27.344,7.812
1621565167.203,-30.273,-28.320,-28.809,-24.902
1621565167.207,-66.406,-27.832,-27.344,-56.152
1621565167.211,-65.430,-25.879,-29.785,-55.176
1621565167.215,-20.996,-21.973,-28.320,-24.414
1621565167.219,-6.348,-18.555,-24.902,-26.855
1621565167.223,-52.734,-18.066,-25.391,-53.223
1621565167.227,-61.523,-20.508,-26.855,-45.898
1621565167.231,-25.391,-26.367,-35.645,-29.785
1621565167.235,5.371,-25.391,-33.203,-11.230
1621565167.239,-33.691,-22.461,-24.414,-32.227
1621565167.243,-66.406,-25.391,-26.367,-44.922
1621565167.247,-43.945,-27.344,-23.926,-17.090
1621565167.251,-1.953,-27.832,-22.461,7.324
1621565167.254,-37.109,-27.832,-28.320,-28.809
1621565167.258,-83.496,-33.203,-31.738,-55.176
1621565167.262,-65.918,-31.250,-30.762,-36.133
1621565167.266,-18.555,-26.367,-31.250,-4.395
1621565167.270,-36.133,-31.250,-35.156,-23.926
1621565167.274,-87.891,-28.320,-33.691,-56.152
1621565167.278,-80.566,-22.949,-26.367,-42.969
1621565167.282,-23.926,-25.391,-28.809,-6.348
1621565167.286,-8.789,-26.855,-29.297,-5.859
1621565167.290,-49.316,-22.461,-25.879,-36.133
1621565167.294,-59.570,-24.414,-26.855,-42.969
1621565167.298,-32.715,-29.785,-25.879,-20.996
1621565167.302,-2.441,-29.297,-25.879,-3.418
1621565167.306,-41.992,-26.855,-24.414,-32.227
1621565167.310,-69.336,-24.414,-23.438,-55.664
1621565167.314,-38.574,-18.066,-27.832,-34.668
1621565167.318,3.418,-17.578,-31.250,-2.441
1621565167.322,-24.902,-19.043,-29.297,-31.738
1621565167.325,-71.289,-16.602,-25.879,-60.547
1621565167.329,-52.734,-15.137,-22.949,-45.410
1621565167.333,13.672,-15.625,-22.461,-1.465
1621565167.337,1.465,-18.555,-24.902,-9.766
1621565167.341,-59.570,-19.531,-25.391,-51.758
1621565167.345,-54.199,-24.902,-26.367,-45.898
1621565167.349,-5.371,-23.926,-27.832,-4.395
1621565167.353,8.789,-23.438,-27.344,-6.836
1621565167.357,-31.250,-22.949,-24.414,-40.527
1621565167.361,-45.898,-18.066,-23.926,-44.434
1621565167.365,-26.855,-17.578,-24.902,-27.344
1621565167.369,15.137,-18.555,-27.832,-8.789
1621565167.373,-19.531,-20.020,-28.320,-38.086
1621565167.377,-63.477,-19.043,-26.855,-55.176
1621565167.381,-32.227,-19.043,-26.855,-34.668
1621565167.385,9.766,-21.973,-31.250,-7.324
1621565167.389,-21.484,-21.484,-27.832,-28.320
1621565167.393,-70.801,-24.902,-25.879,-57.617
1621565167.396,-45.410,-25.391,-26.367,-40.039
1621565167.400,-43.945,-26.855,-26.367,-35.645
1621565167.404,-61.523,-30.762,-31.250,-43.457
1621565167.408,-13.672,-29.785,-33.691,-12.207
1621565167.412,10.254,-29.297,-34.180,-7.324
1621565167.416,-38.574,-28.809,-32.227,-44.922
1621565167.420,-67.383,-26.855,-33.691,-54.688
1621565167.424,-35.645,-26.367,-34.180,-26.367
1621565167.428,13.672,-26.367,-33.203,-2.441
1621565167.432,-18.555,-24.414,-32.227,-37.598
1621565167.436,-54.688,-22.949,-28.809,-56.152
1621565167.440,-37.598,-25.391,-31.250,-30.273
1621565167.444,-0.977,-27.344,-33.203,-8.301
1621565167.448,-2.441,-24.414,-25.879,-27.832
1621565167.452,-50.781,-22.949,-22.461,-55.176
1621565167.456,-60.547,-27.832,-21.973,-45.410
1621565167.460,-16.602,-30.273,-20.996,-13.184
1621565167.464,-12.695,-28.809,-27.344,-20.020
1621565167.467,-63.477,-28.809,-27.344,-51.758
1621565167.471,-71.289,-26.855,-23.438,-51.270
1621565167.475,-30.762,-25.879,-24.414,-23.438
1621565167.479,-3.906,-30.273,-30.273,-18.555
1621565167.483,-46.875,-28.809,-32.715,-53.711
1621565167.487,-73.730,-26.367,-28.809,-58.105
1621565167.491,-50.293,-27.344,-31.250,-30.273
1621565167.495,-2.930,-24.902,-31.738,-9.277
1621565167.499,-23.438,-23.438,-29.297,-33.691
1621565167.503,-62.500,-26.855,-30.273,-54.199
1621565167.507,-49.316,-26.367,-32.227,-45.898
1621565167.511,2.441,-21.973,-33.691,-15.625
1621565167.515,-7.324,-22.461,-32.715,-29.785
1621565167.519,-62.988,-24.414,-33.691,-59.570
1621565167.523,-57.617,-26.367,-31.738,-50.293
1621565167.527,-5.371,-25.879,-28.809,-15.137
1621565167.531,2.930,-20.996,-27.344,-8.301
1621565167.535,-48.340,-21.973,-26.855,-36.133
1621565167.538,-62.988,-25.879,-26.855,-42.480
1621565167.542,-21.484,-28.809,-25.391,-12.207
1621565167.546,12.695,-27.832,-26.367,6.836
1621565167.550,-28.809,-24.902,-25.879,-30.273
1621565167.554,-60.059,-23.926,-25.391,-45.410
1621565167.558,-37.598,-23.926,-27.344,-26.367
1621565167.562,16.113,-22.461,-27.832,1.953
1621565167.566,-3.418,-23.926,-28.320,-25.391
1621565167.570,-59.570,-27.344,-28.809,-60.059
1621565167.574,-56.641,-31.738,-29.785,-47.852
1621565167.578,-11.230,-32.227,-32.715,-15.137
1621565167.582,-16.113,-29.785,-31.738,-24.902
1621565167.586,-59.082,-29.785,-32.715,-55.664
1621565167.590,-64.941,-25.391,-30.762,-49.316
1621565167.594,-17.578,-25.879,-27.344,-17.090
1621565167.598,5.371,-28.809,-27.832,-12.695
1621565167.602,-50.293,-31.738,-31.738,-50.293
1621565167.606,-69.336,-34.180,-28.809,-53.223
1621565167.609,-34.668,-31.250,-24.902,-22.461
1621565167.613,4.883,-29.785,-26.367,-0.488
1621565167.617,-25.391,-29.785,-24.414,-29.785
1621565167.621,-61.523,-29.297,-26.367,-51.758
1621565167.625,-40.039,-28.809,-28.320,-32.715
1621565167.629,4.395,-29.297,-25.879,-1.953
1621565167.633,-17.578,-27.832,-26.367,-22.949
1621565167.637,-70.312,-29.785,-29.297,-52.734
1621565167.641,-67.871,-30.273,-27.344,-41.992
1621565167.645,-7.324,-29.297,-28.320,-1.465
1621565167.649,1.465,-31.250,-30.273,-10.254
1621565167.653,-52.734,-30.762,-33.203,-49.805
1621565167.657,-61.523,-35.645,-36.133,-49.316
1621565167.661,-12.695,-34.180,-31.738,-16.602
1621565167.665,10.254,-31.250,-32.715,-12.695
1621565167.669,-41.992,-31.250,-35.156,-47.363
1621565167.673,-64.453,-23.926,-32.715,-48.828
1621565167.677,-32.227,-21.484,-31.250,-24.902
1621565167.680,2.930,-23.926,-32.715,-9.766
1621565167.684,-36.621,-25.879,-38.086,-43.457
1621565167.688,-68.848,-28.320,-38.574,-62.500
1621565167.692,-48.340,-29.785,-34.668,-43.457
1621565167.696,2.441,-29.785,-33.691,-1.465
1621565167.700,-15.137,-29.297,-32.227,-19.531
