timestamps,TP9,AF7,AF8,TP10,Right AUX
1621213376.057,-7.324,-25.879,-48.828,4.883,0.000
1621213376.061,-2.930,-21.484,-47.363,-6.348,0.000
1621213376.065,-2.441,-19.531,-42.969,5.371,0.000
1621213376.068,1.465,-19.043,-39.551,5.371,0.000
1621213376.072,-8.789,-21.484,-36.133,-5.859,0.000
1621213376.076,1.465,-25.391,-39.551,2.441,0.000
1621213376.080,-10.254,-25.879,-40.527,0.000,0.000
1621213376.084,-20.020,-32.715,-41.504,-12.695,0.000
1621213376.088,-8.789,-35.645,-44.434,-4.395,0.000
1621213376.092,-20.996,-40.039,-43.457,9.277,0.000
1621213376.096,-10.254,-26.367,-46.387,7.324,0.000
1621213376.100,-3.418,-28.809,-49.316,-10.254,0.000
1621213376.104,-14.648,-46.875,-50.293,-20.020,0.000
1621213376.107,-13.184,-21.973,-45.410,-1.465,0.000
1621213376.111,-14.648,-13.672,-39.551,2.930,0.000
1621213376.115,0.488,-24.414,-45.410,-2.930,0.000
1621213376.119,6.836,-28.809,-54.199,3.418,0.000
1621213376.123,0.488,-33.691,-50.293,-1.953,0.000
1621213376.127,4.883,-31.738,-43.457,-0.488,0.000
1621213376.131,-6.836,-27.344,-43.457,4.395,0.000
1621213376.135,-5.371,-32.715,-41.504,-5.371,0.000
1621213376.139,-1.465,-44.434,-36.621,6.348,0.000
1621213376.143,-5.859,-38.086,-34.180,19.043,0.000
1621213376.147,5.371,-25.879,-31.250,13.672,0.000
1621213376.150,26.855,-26.367,-29.785,23.926,0.000
1621213376.154,11.230,-25.391,-37.109,19.531,0.000
1621213376.158,-1.465,-14.160,-36.133,-2.441,0.000
1621213376.162,6.348,-21.484,-31.250,-0.977,0.000
1621213376.166,14.160,-22.949,-35.156,2.930,0.000
1621213376.170,10.254,-22.949,-35.156,5.371,0.000
1621213376.174,9.277,-35.645,-35.156,20.996,0.000
1621213376.178,12.207,-16.602,-31.738,20.020,0.000
1621213376.182,2.441,-9.766,-27.832,5.371,0.000
1621213376.186,1.953,-17.578,-30.762,11.719,0.000
1621213376.190,33.203,-13.672,-40.527,23.926,0.000
1621213376.193,44.922,-32.227,-41.992,41.992,0.000
1621213376.197,19.531,-27.344,-26.367,33.203,0.000
1621213376.201,9.766,-2.441,-23.926,16.602,0.000
1621213376.205,16.602,-13.184,-27.344,20.996,0.000
1621213376.209,32.715,-32.227,-31.738,19.043,0.000
1621213376.213,26.855,-31.250,-40.039,13.184,0.000
1621213376.217,15.137,-33.691,-32.227,9.277,0.000
1621213376.221,21.973,-33.203,-32.227,26.367,0.000
1621213376.225,20.508,-12.207,-42.480,35.645,0.000
1621213376.229,19.043,-14.648,-30.273,23.926,0.000
1621213376.232,24.902,-29.297,-26.367,16.602,0.000
1621213376.236,41.992,-26.855,-39.551,20.020,0.000
1621213376.240,30.273,-21.973,-31.250,19.043,0.000
1621213376.244,16.602,-25.391,-22.949,21.973,0.000
1621213376.248,39.551,-24.414,-26.367,22.949,0.000
1621213376.252,41.016,-33.691,-29.785,22.461,0.000
1621213376.256,3.906,-28.809,-33.691,25.879,0.000
1621213376.260,-19.043,-10.742,-36.621,12.695,0.000
1621213376.264,-8.301,-11.719,-37.109,12.207,0.000
1621213376.268,-0.488,-10.254,-41.992,21.973,0.000
1621213376.272,-9.766,-15.137,-42.969,3.418,0.000
1621213376.275,-1.953,-46.387,-33.691,5.859,0.000
1621213376.279,12.695,-43.457,-35.645,33.691,0.000
1621213376.283,0.488,-15.625,-47.852,11.230,0.000
1621213376.287,-17.578,-29.297,-43.457,-19.043,0.000
1621213376.291,-25.879,-39.062,-27.832,-7.812,0.000
1621213376.295,-8.789,-22.461,-38.086,4.883,0.000
1621213376.299,1.953,-29.297,-49.316,-4.883,0.000
1621213376.303,2.441,-40.527,-37.598,-8.301,0.000
1621213376.307,0.977,-17.578,-34.668,-2.930,0.000
1621213376.311,0.977,-0.977,-48.340,0.977,0.000
1621213376.315,-4.883,-5.859,-41.016,-5.859,0.000
1621213376.318,-15.625,-21.484,-33.691,-17.090,0.000
1621213376.322,-11.230,-38.574,-38.574,-4.395,0.000
1621213376.326,-1.465,-30.273,-38.574,-3.906,0.000
1621213376.330,-13.184,-11.230,-40.527,-20.508,0.000
1621213376.334,-30.762,-10.742,-41.016,-20.996,0.000
1621213376.338,-11.719,-11.230,-45.898,-9.766,0.000
1621213376.342,-14.160,-12.207,-48.340,-10.254,0.000
1621213376.346,-40.039,-21.484,-46.387,-26.367,0.000
1621213376.350,-32.227,-26.855,-42.480,-18.066,0.000
1621213376.354,-35.156,-22.949,-42.969,-10.254,0.000
1621213376.357,-34.668,-20.508,-46.387,-13.672,0.000
1621213376.361,-8.789,-22.949,-39.551,-0.488,0.000
1621213376.365,-22.461,-22.461,-42.480,-4.883,0.000
1621213376.369,-28.809,-18.066,-46.875,-7.324,0.000
1621213376.373,-14.648,-13.184,-43.945,-7.812,0.000
1621213376.377,-35.156,-16.602,-46.875,-31.738,0.000
1621213376.381,-42.969,-29.785,-45.898,-41.504,0.000
1621213376.385,-37.598,-28.809,-45.410,-36.621,0.000
1621213376.389,-35.156,-21.484,-48.340,-27.832,0.000
1621213376.393,-43.457,-25.391,-51.270,-47.852,0.000
1621213376.397,-39.551,-30.273,-58.594,-56.641,0.000
1621213376.400,-38.574,-31.738,-61.035,-38.086,0.000
1621213376.404,-53.223,-27.344,-51.758,-42.969,0.000
1621213376.408,-61.523,-28.809,-44.922,-47.363,0.000
1621213376.412,-52.734,-31.250,-45.410,-42.969,0.000
1621213376.416,-40.039,-26.367,-42.969,-40.527,0.000
1621213376.420,-29.785,-26.367,-47.852,-41.504,0.000
1621213376.424,-36.133,-24.902,-48.340,-31.738,0.000
1621213376.428,-45.410,-27.344,-51.270,-23.926,0.000
1621213376.432,-42.969,-35.645,-54.688,-34.180,0.000
1621213376.436,-44.922,-38.574,-43.945,-41.016,0.000
1621213376.440,-39.551,-28.809,-42.480,-38.086,0.000
1621213376.443,-22.461,-21.973,-43.945,-22.461,0.000
1621213376.447,-23.438,-29.297,-42.969,-26.855,0.000
1621213376.451,-32.715,-36.621,-43.945,-45.898,0.000
1621213376.455,-20.508,-34.668,-41.992,-34.180,0.000
1621213376.459,-33.203,-29.297,-37.598,-13.672,0.000
1621213376.463,-59.082,-19.531,-37.109,-12.207,0.000
